gid;name;number_;address;open;available;free;total;ticket;updated_at;globalid;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
901699;119_C/ JAIME ROIG;119;Jaime Roig - Bachiller;T;4;15;20;F;28/11/2022 10:51:09;{DB12A538-5F63-4149-863C-5FFB8EC4EF0C};;;;;"{""coordinates"": [-0.36322633473676447, 39.48252035422283], ""type"": ""Point""}";39.48252035422283,-0.36322633473676447
901701;121_C_MURTA;121;Murta - Sant Eperit;T;3;11;15;F;28/11/2022 10:51:09;{6C3038BC-78FD-48D7-B886-9CE79231BD6F};;;;;"{""coordinates"": [-0.35877131748144303, 39.48618236435413], ""type"": ""Point""}";39.48618236435413,-0.35877131748144303
901684;104_ALBALAT DELS TARONGERS;104;Albalat dels Tarongers - Paseo Facultades;T;7;13;20;T;28/11/2022 10:51:09;{37974FEC-222D-4176-8216-6A67414F8F5F};;;;;"{""coordinates"": [-0.3472752845405608, 39.478386332978474], ""type"": ""Point""}";39.478386332978474,-0.3472752845405608
901735;155_C/ SALAMANCA;155;Salamanca - Reina Doña Germana;T;0;0;20;F;28/11/2022 10:51:09;{7FBCA87B-DC78-4072-956E-E3DA4A79E78B};;;;;"{""coordinates"": [-0.3630783484267159, 39.46495329574819], ""type"": ""Point""}";39.46495329574819,-0.3630783484267159
901741;161_MEDITERRANEO;161;Mediterráneo - Plaza Cruz de Cañamelar;T;3;12;15;T;28/11/2022 10:51:09;{17A5FC76-974F-4F15-8A9B-350F61CC454E};;;;;"{""coordinates"": [-0.3317262387298495, 39.46796929073871], ""type"": ""Point""}";39.46796929073871,-0.3317262387298495
901761;181_CALLE_DEL_SALINAR;181;Zapadores, 23;T;0;15;15;T;28/11/2022 10:51:09;{A4F79C39-24FC-48AB-8FB0-C3765529A141};;;;;"{""coordinates"": [-0.3681913713233589, 39.45799927509706], ""type"": ""Point""}";39.45799927509706,-0.3681913713233589
901763;183_AVDA_AUSIAS_MARCH;183;Ausias March - Av. de la Plata;T;2;15;18;T;28/11/2022 10:51:09;{E0E42438-8F73-4853-A83E-7B8A7ED38F37};;;;;"{""coordinates"": [-0.3722843899417025, 39.45262025913349], ""type"": ""Point""}";39.45262025913349,-0.3722843899417025
901765;185_AVDA_AUSIAS_MARCH;185;Ebanista Caselles - Ausias March;T;5;10;15;F;28/11/2022 10:51:09;{2E2DEF17-7FD8-44FA-A2D2-CEF0092701D2};;;;;"{""coordinates"": [-0.3705033850186671, 39.45004424948915], ""type"": ""Point""}";39.45004424948915,-0.3705033850186671
901736;156_C/ CUBA;156;Puerto Rico - Cuba;T;0;9;15;F;28/11/2022 10:51:09;{3A69165F-98D5-497C-ABC3-4B8D773A0D33};;;;;"{""coordinates"": [-0.3763453968184098, 39.46096428829767], ""type"": ""Point""}";39.46096428829767,-0.3763453968184098
901740;160_JOSE MARIA DE HARO;160;José María de Haro - Justo y Pastor;T;14;6;20;F;28/11/2022 10:51:09;{37ED7BAB-60EB-470D-A8B5-9B6CE284D792};;;;;"{""coordinates"": [-0.33898126470999496, 39.467336291769534], ""type"": ""Point""}";39.467336291769534,-0.33898126470999496
901764;184_CALLE_BOMBER_RAMON_DUART;184;Bombero Ramón Duart - Hermanos Maristas;T;7;8;15;F;28/11/2022 10:51:09;{10CA48E7-096C-41A6-AFF9-3117B959F69D};;;;;"{""coordinates"": [-0.36557036636455215, 39.45278225629358], ""type"": ""Point""}";39.45278225629358,-0.36557036636455215
901788;208_CALLE_CARTEROS_ESQ_CALLE_MOSSEN_FEBRER;208;Carteros - Mossen Febrer;T;1;19;20;F;28/11/2022 10:51:09;{68B5FD83-03F2-4321-90E6-44A25E6F12F4};;;;;"{""coordinates"": [-0.38857844617931064, 39.451692263769644], ""type"": ""Point""}";39.451692263769644,-0.38857844617931064
901804;224_PLAZA_JOSE_MONFORTE_TUDELA_ESQ_CALLE_HERNANDEZ;224;Jorge Comin (Metge) - Terrateig;T;1;19;20;F;28/11/2022 10:51:09;{49B8E559-70F5-4F04-A6FD-F3C3D9CBF4B9};;;;;"{""coordinates"": [-0.40358847435527895, 39.480568366964896], ""type"": ""Point""}";39.480568366964896,-0.40358847435527895
901806;226_CALLE_SAFOR_ESQ_AVDA_DE_LAS_CORTES_VALENCIANAS;226;Corts Valencianes - La Safor;T;13;17;30;F;28/11/2022 10:51:09;{6EE8DC5D-EC82-4BDF-8634-AB3AECA716AB};;;;;"{""coordinates"": [-0.3988594505654264, 39.49086439918327], ""type"": ""Point""}";39.49086439918327,-0.3988594505654264
901816;236_RIO_SEGRE_RAFAEL_COMPANY;236;Rio Segre - Rafael Company;T;2;13;15;T;28/11/2022 10:51:09;{2747767F-8A32-493F-AD45-850B072E16D9};;;;;"{""coordinates"": [-0.38227839001583847, 39.49506640496422], ""type"": ""Point""}";39.49506640496422,-0.38227839001583847
901823;243_ALBACETE_ESQ_MALUQUER;243;Albacete - Maluquer;T;2;16;18;T;28/11/2022 10:51:09;{31FC0F88-1C60-4E5B-9715-4D986B2F0CE4};;;;;"{""coordinates"": [-0.3845424236611566, 39.46282029901061], ""type"": ""Point""}";39.46282029901061,-0.3845424236611566
901827;247_AVDA_TRES_CRUCES_MUSICO_AYLLON;247;Tres Cruces - Músico Ayllón;T;5;10;15;T;28/11/2022 10:51:09;{28779517-4E85-4054-80AE-A41AD0F1CB01};;;;;"{""coordinates"": [-0.4055734914728698, 39.467410323935766], ""type"": ""Point""}";39.467410323935766,-0.4055734914728698
901818;238_SAN_JOSE_ARTESANO_FRANCISCO_MOROTE_GREUS;238;San Jose Artesano - Francisco Morote Greus;T;5;10;15;F;28/11/2022 10:51:09;{BA7091A3-AF3F-4835-89EE-625FC7A3C5EA};;;;;"{""coordinates"": [-0.39438342966293366, 39.497449418355934], ""type"": ""Point""}";39.497449418355934,-0.39438342966293366
901828;248_AVDA_TRES_CRUCES_JOSE_MARIA_MORTES_LERMA;248;Tres Cruces - Jose Maria Mortes Lerma;T;2;15;20;F;28/11/2022 10:51:09;{E3235775-2DD4-4FC9-B6DC-0744C8456B40};;;;;"{""coordinates"": [-0.40496949382893443, 39.46284030885798], ""type"": ""Point""}";39.46284030885798,-0.40496949382893443
901824;244_AVDA_PIO_BAROJA_VALLE_DE_LA_BALLESTERA;244;Valle de la Ballestera - Pio Baroja;T;2;18;20;T;28/11/2022 10:51:09;{9EE4FD19-0E0E-45F1-AF7B-E8731892A414};;;;;"{""coordinates"": [-0.40613648554970433, 39.47850636088407], ""type"": ""Point""}";39.47850636088407,-0.40613648554970433
901832;252_DE_LOS_GREMIOS_CAMPOS_CRESPO;252;Dels Gremis - Campos Crespo;T;0;20;20;T;28/11/2022 10:51:09;{A55E3ABB-ED62-4BC1-B4B9-6E09657A0FF2};;;;;"{""coordinates"": [-0.40357449843597065, 39.45028826570709], ""type"": ""Point""}";39.45028826570709,-0.40357449843597065
901836;256_AVDA_TRES_FORQUES_TURIS;256;Tres Forques - Turís;T;0;15;15;F;28/11/2022 10:51:09;{A9ED2A07-9E5B-48C8-9A7C-598C3632447E};;;;;"{""coordinates"": [-0.39223544845537966, 39.46396330656933], ""type"": ""Point""}";39.46396330656933,-0.39223544845537966
901835;255_SAN_VICENTE_MARTIR_TOMAS_DE_VILLAROYA;255;Tomas de Villarroya - San Vicente;T;4;13;18;F;28/11/2022 10:51:09;{B748C802-2407-4166-AF97-FDFC2BCF06AC};;;;;"{""coordinates"": [-0.38602944085901075, 39.447703249066144], ""type"": ""Point""}";39.447703249066144,-0.38602944085901075
901797;217_CALLE_9_DE_OCTUBRE_ESQ_CALLE_PINTOR_STOLZ;217;Pintor Stolz - Nueve de Octubre;T;1;24;25;T;28/11/2022 10:51:09;{D87BE320-E014-4464-8ED8-E0E2FBEB5243};;;;;"{""coordinates"": [-0.40459648652865626, 39.47032833321364], ""type"": ""Point""}";39.47032833321364,-0.40459648652865626
901801;221_AVDA_MANUEL_DE_FALLA_ESQ_CALLE_HERNANDEZ_LAZAR;221;Manuel de Falla - Hernández Lázaro;T;4;16;20;T;28/11/2022 10:51:09;{6DCDE914-0558-4626-999B-2E9F5B9F0637};;;;;"{""coordinates"": [-0.4028534760386356, 39.475270348637764], ""type"": ""Point""}";39.475270348637764,-0.4028534760386356
901790;210_CALLE_CAMPOS_CRESPO_ESQ_CALLE_JUAN_DE_GARAY;210;Campos Crespo - Juan de Garay;T;2;13;15;T;28/11/2022 10:51:09;{8CA4C96F-C51A-4609-BBB3-77CCA8583636};;;;;"{""coordinates"": [-0.39671647037206986, 39.45555328036534], ""type"": ""Point""}";39.45555328036534,-0.39671647037206986
901794;214_CALLE_SANTA_CRUZ_DE_TENERIFE_ESQ_CALLE_LLOMBA;214;Santa Cruz de Tenerife, 21;T;0;15;15;T;28/11/2022 10:51:09;{D94F8E9B-24F0-4650-88A5-AAC35CED405C};;;;;"{""coordinates"": [-0.4005764763988502, 39.464932313028335], ""type"": ""Point""}";39.464932313028335,-0.4005764763988502
901798;218_CALLE_SALVADOR_FERRANDIS_LUNA_ESQ_CALLE_JUAN_B;218;Salvador Ferrandis Luna - Juan Bautista Vives;T;0;14;15;T;28/11/2022 10:51:09;{C6DA69DF-1DAF-444C-B525-C1D39788AB12};;;;;"{""coordinates"": [-0.3973844614710405, 39.47074033078547], ""type"": ""Point""}";39.47074033078547,-0.3973844614710405
901808;228_AVDA_NICASIO_BENLLOCH_ESQ_CALLE_L'HORTA_SUD;228;Doctor Nicasio Benlloch - L'Horta Sud;T;3;12;15;T;28/11/2022 10:51:09;{E90C0644-EA4B-4795-8563-3D9A0F2C0EAD};;;;;"{""coordinates"": [-0.398671446907537, 39.4936924079167], ""type"": ""Point""}";39.4936924079167,-0.398671446907537
901843;263_PADRE ESTEBAN_PERNET_ANTES_CASA_MISERICORDIA;263;Padre Esteban Pernet - Casa Misericordia;T;2;16;18;F;28/11/2022 10:51:09;{35DA26DB-1650-4BFF-AD02-F4E487E91D3B};;;;;"{""coordinates"": [-0.4096445056541294, 39.467043324648515], ""type"": ""Point""}";39.467043324648515,-0.4096445056541294
901847;267_C_BENIFERRI_VICENTE_TOMAS_MARTI;267;Beniferri - Vicent Tomás Martí;T;3;12;16;F;28/11/2022 10:51:09;{453C7867-F08F-408F-82F3-8DA5E8A67DD0};;;;;"{""coordinates"": [-0.4059294716064297, 39.49416841275147], ""type"": ""Point""}";39.49416841275147,-0.4059294716064297
901849;269_CAMPAMENTO_81;269;Campamento, 81;T;1;14;15;F;28/11/2022 10:51:09;{A3E594B2-7557-4602-BC8E-A8795E8DB1E5};;;;;"{""coordinates"": [-0.42626353678444817, 39.49990744160243], ""type"": ""Point""}";39.49990744160243,-0.42626353678444817
901838;258_PINTOR_RAFAEL_SOLVES_ESQ_JOSE_SOTO_MICO;258;Pintor Rafael Solves - Jose Soto Mico;T;0;15;15;T;28/11/2022 10:51:09;{609F5B29-68F5-44C0-81DA-F1C558EC0AF9};;;;;"{""coordinates"": [-0.3891374575312111, 39.43982822413676], ""type"": ""Point""}";39.43982822413676,-0.3891374575312111
901840;260_DELS_FERRERS_ESQ_TRAGINERS;260;Traginers - Pedrapiquers;T;13;7;20;F;28/11/2022 10:51:09;{DB6FFF80-2F81-4A21-86B2-0E50ACF9FEAC};;;;;"{""coordinates"": [-0.4072175039832668, 39.45955629873093], ""type"": ""Point""}";39.45955629873093,-0.4072175039832668
901842;262_AVDA_TRES_FORQUES_COLONIA_ESPANOLA_DE_MEXICO;262;Tres Forques - Colonia Española de Mexico;T;5;13;20;T;28/11/2022 10:51:09;{39B47692-D5BB-45E2-8BF0-DC0A9D72F54F};;;;;"{""coordinates"": [-0.40922550688289966, 39.463472312903384], ""type"": ""Point""}";39.463472312903384,-0.40922550688289966
901846;266_PLANA_ALTA_ESQ_AVDA_MAESTRO_RODRIGO;266;Canal de Navarrés - Maestro Rodrigo;T;0;18;18;T;28/11/2022 10:51:09;{D7E73FBC-B76E-4EF8-930F-89EDBA40247B};;;;;"{""coordinates"": [-0.40637147642320165, 39.49028940014262], ""type"": ""Point""}";39.49028940014262,-0.40637147642320165
901850;270_CALLE_NINOT_ESQ_PZA_REGINO_MAS;270;Ninot - Regino Mas;T;0;16;16;T;28/11/2022 10:51:09;{2864C6AC-6C9B-4AB3-93A4-41CF9946727E};;;;;"{""coordinates"": [-0.39288942312141745, 39.50007542649037], ""type"": ""Point""}";39.50007542649037,-0.39288942312141745
901673;93_AVADA_BLASCO_IBAÑEZ_DESP_C_POETA_DURAN_TORTAJAD;93;Blasco Ibañez - Poeta Durán Tortajada;T;9;29;38;T;28/11/2022 10:51:09;{BBB5E657-162C-497B-811C-64855A851695};;;;;"{""coordinates"": [-0.34380927742382206, 39.472282310670764], ""type"": ""Point""}";39.472282310670764,-0.34380927742382206
901677;097_AVDA. BLASCO IBAÑEZ 7;97;Blasco Ibañez 121;T;15;8;23;F;28/11/2022 10:51:09;{1BB577AE-52EF-4C75-BC1F-C617CBC68DC6};;;;;"{""coordinates"": [-0.3431322739648798, 39.47306831276613], ""type"": ""Point""}";39.47306831276613,-0.3431322739648798
901679;099_AVDA. BLASCO IBAÑEZ 8;99;Blasco Ibañez - Pintor José Mongrell;T;3;18;21;T;28/11/2022 10:51:09;{BA22D456-9651-445D-A740-24F40621A3A6};;;;;"{""coordinates"": [-0.3404842660990001, 39.47134430635022], ""type"": ""Point""}";39.47134430635022,-0.3404842660990001
901627;47_AVDA. AUTOPISTA DEL SALER;47;Autopista del Saler - Puente Monteolivete;T;15;4;20;T;28/11/2022 10:51:09;{C9AF76CD-5706-4A10-BB2C-053C65C178C1};;;;;"{""coordinates"": [-0.35541832880362817, 39.45651226440267], ""type"": ""Point""}";39.45651226440267,-0.35541832880362817
901650;70_CALLE_COLON_ESQ_ALMIRANTE_ROGER_DE_LAURIA;70;Colón, 44;T;12;5;17;F;28/11/2022 10:51:09;{2336F821-77E3-42D0-9215-FC7C69BE4025};;;;;"{""coordinates"": [-0.3716462894107889, 39.469213221319464], ""type"": ""Point""}";39.469213221319464,-0.3716462894107889
901656;076_CAMPOAMOR II;76;Campoamor - Músico Ginés;T;1;18;19;T;28/11/2022 10:51:09;{3BC4D3B3-7165-4B99-8CD4-C3DDD4063262};;;;;"{""coordinates"": [-0.343461277578989, 39.47008330347364], ""type"": ""Point""}";39.47008330347364,-0.343461277578989
901659;079_AVDA. ARAGON II;79;Aragón - Ernesto Ferrer;T;14;6;20;F;28/11/2022 10:51:09;{F057A589-19BC-4F0D-9287-2D239222A60F};;;;;"{""coordinates"": [-0.357242322435451, 39.4727793187067], ""type"": ""Point""}";39.4727793187067,-0.357242322435451
901653;073_JERONIMO MONSORIU;73;Jerónimo Monsoriu - Industria;T;0;20;20;T;28/11/2022 10:51:09;{AB361942-8C5E-4775-964A-F571C46F2DB4};;;;;"{""coordinates"": [-0.3428792786496773, 39.4662592905475], ""type"": ""Point""}";39.4662592905475,-0.3428792786496773
901662;082_GUILLEN_DE_CASTRO_TORRES_DE_QUART;82;Guillem de Castro (Torres de Quart);T;13;2;15;F;28/11/2022 10:51:09;{4B9AE619-77BC-4FD9-93E1-DDD99A86E96C};;;;;"{""coordinates"": [-0.3839144104057024, 39.47605634238628], ""type"": ""Point""}";39.47605634238628,-0.3839144104057024
901666;86_AVDA_GASPAR_AGUILAR_ESQ_VICENTE_PARRA;86;Gaspar Aguilar - Vicente Parra;T;9;11;20;T;28/11/2022 10:51:09;{3994E0AF-E719-4FC1-BB3B-8696FFEE0118};;;;;"{""coordinates"": [-0.39119345191575566, 39.4552402764855], ""type"": ""Point""}";39.4552402764855,-0.39119345191575566
901670;90_AVDA. BLASCO IBAÑEZ;90;Blasco Ibañez, 32 (F. Filología);T;34;6;40;F;28/11/2022 10:51:09;{B08B3A0C-FC88-475B-96DA-8D08FB72EC87};;;;;"{""coordinates"": [-0.3589673254467337, 39.47673433298103], ""type"": ""Point""}";39.47673433298103,-0.3589673254467337
901672;092_AVDA. DE ARAGON, 4 - ESQ AVDA BLASCO IBAÑEZ;92;Blasco Ibañez - Aragón;T;16;4;20;T;28/11/2022 10:51:09;{903BA9F7-9680-4123-87CD-9473543154F5};;;;;"{""coordinates"": [-0.35596831583559707, 39.47586032883543], ""type"": ""Point""}";39.47586032883543,-0.35596831583559707
901678;098_SANTOS JUSTO Y PASTOR;98;Justo y Pastor - Duque de Gaeta;T;11;4;15;T;28/11/2022 10:51:09;{AEA0DCCE-8DB9-4259-8E9F-EAF01B6F0CD0};;;;;"{""coordinates"": [-0.348442294427372, 39.469680303996114], ""type"": ""Point""}";39.469680303996114,-0.348442294427372
901661;081_DOCTOR FORNOS;81;Micer Mascó - Rodriguez Fornos;T;12;8;20;F;28/11/2022 10:51:09;{11D1654F-DDB7-460B-9A69-2C8077A6B49C};;;;;"{""coordinates"": [-0.36097833354659675, 39.47512832851177], ""type"": ""Point""}";39.47512832851177,-0.36097833354659675
901671;091_CALLE_GRABADOR_JORDAN_46_PLAZA_ESCULTOR_PASTOR;91;Grabador Jordan - Escultor Pastor;T;7;8;15;F;28/11/2022 10:51:09;{E1A19D67-BF19-4B61-8613-66D4B3E8853F};;;;;"{""coordinates"": [-0.36757337969703135, 39.44412522887422], ""type"": ""Point""}";39.44412522887422,-0.36757337969703135
901675;95_AVDA. DE LOS NARANJOS;95;Naranjos (Magisterio);T;32;1;33;F;28/11/2022 10:51:09;{0FBEF277-3AF2-439D-B8ED-238D83529AAD};;;;;"{""coordinates"": [-0.34611927939668474, 39.47983533734356], ""type"": ""Point""}";39.47983533734356,-0.34611927939668474
901645;065_AVDA. DEL PUERTO III;65;Av. Puerto - Doctor Manuel Candela;T;0;19;19;T;28/11/2022 10:51:09;{77CDBBB8-91C3-4EA5-A8CE-4DC7580DC298};;;;;"{""coordinates"": [-0.3508373061951808, 39.465516292011046], ""type"": ""Point""}";39.465516292011046,-0.3508373061951808
901676;096_AVDA. BLASCO IBAÑEZ 6;96;Blasco Ibañez - Yecla;T;6;15;21;T;28/11/2022 10:51:09;{77FA3722-DADF-40EC-9C14-CC95BD92A37B};;;;;"{""coordinates"": [-0.3482142912637639, 39.47355431688417], ""type"": ""Point""}";39.47355431688417,-0.3482142912637639
901596;016_COLON I;16;Colón, 60;T;20;0;20;T;28/11/2022 10:51:09;{2B55B958-8CEC-4794-B542-0F38473226FF};;;;;"{""coordinates"": [-0.3704333693720587, 39.470092316192336], ""type"": ""Point""}";39.470092316192336,-0.3704333693720587
901585;005_PINTOR_LOPEZ_PZA_POETA_LLORENTE;5;Plaza Poeta Llorente;T;14;1;15;T;28/11/2022 10:51:09;{17D2EBDF-75A1-4AA9-896E-87446AC7E9C5};;;;;"{""coordinates"": [-0.3711403661399108, 39.476895339123786], ""type"": ""Point""}";39.476895339123786,-0.3711403661399108
901591;011_PZA_AYTO_CON_CALLE_COTANDA;11;Plaza Ayuntamiento - Cotanda;T;26;1;27;T;28/11/2022 10:51:09;{F8A9A3A6-9F36-4FC7-86EC-983FBF68A893};;;;;"{""coordinates"": [-0.3767843903416451, 39.47118632283677], ""type"": ""Point""}";39.47118632283677,-0.3767843903416451
901593;013_PZA. ALFONSO MAGNANIMO_CON_CALLE_LA_NAVE;13;Alfonso el Magnánimo - Nave;T;22;2;24;T;28/11/2022 10:51:09;{BBEBA9EA-B22F-464B-AD96-B2152986149E};;;;;"{""coordinates"": [-0.37087436964085335, 39.4720623227334], ""type"": ""Point""}";39.4720623227334,-0.37087436964085335
901588;008_PLAZA_DE_LA_REINA_ESQUINA_CALLE_DEL_MAR;8;Plaza de la Reina - Mar;F;8;1;9;T;28/11/2022 10:51:09;{6916FEB0-019C-4E0F-8A25-880E2EEDB0AC};;;;;"{""coordinates"": [-0.3750843825510484, 39.47432033281947], ""type"": ""Point""}";39.47432033281947,-0.3750843825510484
901594;014_BARÓN CARCER;14;Huesca - Barón de Cárcer;T;14;6;20;T;28/11/2022 10:51:09;{8F7E59B3-B517-4D38-B3CF-08481B7B0406};;;;;"{""coordinates"": [-0.37972440222295445, 39.46896731649349], ""type"": ""Point""}";39.46896731649349,-0.37972440222295445
901598;018_COLON II;18;Colón 20-22;T;24;0;24;T;28/11/2022 10:51:09;{F86C881F-FFBC-400E-B3A7-3F19A7C203A9};;;;;"{""coordinates"": [-0.37312937987373457, 39.468191311513856], ""type"": ""Point""}";39.468191311513856,-0.37312937987373457
901600;020_FERNANDO_EL_CATOLICO_CALLE_QUART;20;Quart - Fernando el Católico;T;6;10;16;T;28/11/2022 10:51:09;{4BCD54AA-DB47-421B-A0F8-DD62A2E2A904};;;;;"{""coordinates"": [-0.3878474253260651, 39.47503434099054], ""type"": ""Point""}";39.47503434099054,-0.3878474253260651
901614;34_AVDA. ANTIGUO REINO DE VALENCIA;34;Regne de Valencia - Doctor Sumsi;T;3;14;17;F;28/11/2022 10:51:09;{5016A787-1D30-4725-B253-6AC4B0038C11};;;;;"{""coordinates"": [-0.36996137299092113, 39.46412229654908], ""type"": ""Point""}";39.46412229654908,-0.36996137299092113
901620;40_CALLE_BARCAS_FRENTE _TEATRO_PRINCIPAL;40;Barcas, 11;T;10;16;26;T;28/11/2022 10:51:09;{CC4CECB5-A436-40C5-9E4B-5B9662C64652};;;;;"{""coordinates"": [-0.3748243837183276, 39.470466319701956], ""type"": ""Point""}";39.470466319701956,-0.3748243837183276
901603;023_GRAN_VIA_FERNANDO_EL_CATOLICO;23;Fernando el Católico - Erudito Orellana;T;15;4;19;T;28/11/2022 10:51:09;{7936B1AF-9791-4808-9DAF-11F4E46EF5F4};;;;;"{""coordinates"": [-0.3861784216967592, 39.471628328748515], ""type"": ""Point""}";39.471628328748515,-0.3861784216967592
901605;025_CALLE_DEL_ALBERIC;25;Alberique, 18 (Abastos);T;5;18;23;T;28/11/2022 10:51:09;{78883CC0-90D9-40A1-8D54-0FC348200C66};;;;;"{""coordinates"": [-0.38861043334080225, 39.46772931656263], ""type"": ""Point""}";39.46772931656263,-0.38861043334080225
901609;029_PLAZA AMERICA;29;Plaza América - Cirilo Amorós - Sorní;T;13;7;20;T;28/11/2022 10:51:09;{4DE13D95-E817-4610-BC1D-6B829E7328B9};;;;;"{""coordinates"": [-0.3652993525279599, 39.47011231364647], ""type"": ""Point""}";39.47011231364647,-0.3652993525279599
